state,year,quarter,district,count,amount
Madhya Pradesh,2024,4,Satna District,26076619,31364824507.0
Madhya Pradesh,2024,4,Narsinghpur District,18355126,23073507570.0
Madhya Pradesh,2024,4,Jabalpur District,56893941,69441494576.0
Madhya Pradesh,2024,4,Vidisha District,24706517,32093355180.0
Madhya Pradesh,2024,4,Balaghat District,27147129,32533543560.0
Madhya Pradesh,2024,4,Singrauli District,29955652,32425165772.0
Madhya Pradesh,2024,4,Betul District,23920586,30212375206.0
Madhya Pradesh,2024,4,Sidhi District,16769986,19509853521.0
Madhya Pradesh,2024,4,Datia District,11030809,15334200172.0
Madhya Pradesh,2024,4,Dewas District,44048021,55096226836.0
Madhya Pradesh,2024,4,Sheopur District,8345406,11110265089.0
Madhya Pradesh,2024,4,Neemuch District,18168011,24226551204.0
Madhya Pradesh,2024,4,Raisen District,29632514,32740615651.0
Madhya Pradesh,2024,4,Khandwa District,23760107,27834523624.0
Madhya Pradesh,2024,4,Mandsaur District,30788948,41145971313.0
Madhya Pradesh,2024,4,Barwani District,18026144,22754590452.0
Madhya Pradesh,2024,4,Katni District,18921208,23140567228.0
Madhya Pradesh,2024,4,Narmadapuram District,27714950,32929472151.0
Madhya Pradesh,2024,4,Dindori District,6240017,7117796879.0
Madhya Pradesh,2024,4,Shivpuri District,26737591,35184329750.0
Madhya Pradesh,2024,4,Gwalior District,75073080,97855427150.0
Madhya Pradesh,2024,4,Anuppur District,11223597,11913127493.0
Madhya Pradesh,2024,4,Agar Malwa District,13716710,17446288050.0
Madhya Pradesh,2024,4,Ashoknagar District,11720661,14733281908.0
Madhya Pradesh,2024,4,Sagar District,36221385,45706179202.0
Madhya Pradesh,2024,4,Niwari District,4868136,5899870659.0
Madhya Pradesh,2024,4,Rewa District,33892671,41093208706.0
Madhya Pradesh,2024,4,Shajapur District,21097110,27783460091.0
Madhya Pradesh,2024,4,Ujjain District,63706895,79761357653.0
Madhya Pradesh,2024,4,Bhind District,20071932,27939362334.0
Madhya Pradesh,2024,4,Tikamgarh District,12033992,13375763689.0
Madhya Pradesh,2024,4,Seoni District,21346293,26867968641.0
Madhya Pradesh,2024,4,Harda District,10358575,13627323014.0
Madhya Pradesh,2024,4,Burhanpur District,13293936,17184268194.0
Madhya Pradesh,2024,4,Pandhurna District,5309988,7269443454.0
Madhya Pradesh,2024,4,Damoh District,12855032,16875551272.0
Madhya Pradesh,2024,4,Bhopal District,181813783,177880002911.0
Madhya Pradesh,2024,4,Jhabua District,13057147,15560935720.0
Madhya Pradesh,2024,4,Dhar District,56512770,64763276403.0
Madhya Pradesh,2024,4,Guna District,24452189,30105089550.0
Madhya Pradesh,2024,4,Chhindwara District,32159613,39295738177.0
Madhya Pradesh,2024,4,Umaria District,7765677,8706172069.0
Madhya Pradesh,2024,4,Mandla District,11305861,13849166708.0
Madhya Pradesh,2024,4,Indore District,264106034,277132973152.0
Madhya Pradesh,2024,4,Shahdol District,18813973,21161975382.0
Madhya Pradesh,2024,4,Ratlam District,32990586,45364578179.0
Madhya Pradesh,2024,4,Panna District,10894247,13305343158.0
Madhya Pradesh,2024,4,Chhatarpur District,24540497,29934185415.0
Maharashtra,2018,1,Jalgaon District,332668,346720332.55
Maharashtra,2018,1,Latur District,259016,237246239.72
Maharashtra,2018,1,Thane District,1243518,1995816824.67
Maharashtra,2018,1,Bhandara District,94217,76998452.71
Maharashtra,2018,1,Nandurbar District,60163,70543831.72
Maharashtra,2018,1,Chandrapur District,142067,129589201.64
Maharashtra,2018,1,Kolhapur District,351519,354723905.37
Maharashtra,2018,1,Solapur District,451438,535791949.04
Maharashtra,2018,1,Mumbai District,2671029,3923116793.95
Maharashtra,2018,1,Sindhudurg District,37285,44348287.07
Maharashtra,2018,1,Dhule District,139376,148893541.01
Maharashtra,2018,1,Wardha District,111564,103196998.87
Maharashtra,2018,1,Parbhani District,126868,109058549.63
Maharashtra,2018,1,Mumbai Suburban District,1444587,2385242801.29
Maharashtra,2018,1,Hingoli District,70314,57281673.81
Maharashtra,2018,1,Ratnagiri District,57950,68234354.15
Maharashtra,2018,1,Nanded District,221472,195376791.8
Maharashtra,2018,1,Osmanabad District,129616,137513718.01
Maharashtra,2018,1,Nagpur District,592456,781981176.17
Maharashtra,2018,1,Buldhana District,211789,213497260.89
Maharashtra,2018,1,Nashik District,669259,874435847.1
Maharashtra,2018,1,Akola District,112541,98691994.84
Maharashtra,2018,1,Yavatmal District,120864,120777011.27
Maharashtra,2018,1,Aurangabad District,620430,680361961.55
Maharashtra,2018,1,Amravati District,219644,203490300.92
Maharashtra,2018,1,Washim District,60452,53956265.55
Maharashtra,2018,1,Sangli District,231021,241538564.29
Maharashtra,2018,1,Gadchiroli District,50072,50790947.9
Maharashtra,2018,1,Raigad District,310127,481978060.44
Maharashtra,2018,1,Palghar District,316766,432288177.58
Maharashtra,2018,1,Jalna District,154861,147117543.14
Maharashtra,2018,1,Gondia District,96798,94654514.07
Maharashtra,2018,1,Ahmednagar District,438972,522540233.71
Maharashtra,2018,1,Pune District,3842929,5378982326.84
Maharashtra,2018,1,Beed District,146374,149979287.08
Maharashtra,2018,1,Satara District,247012,264857537.36
Maharashtra,2018,2,Jalgaon District,456493,640487534.18
Maharashtra,2018,2,Latur District,348856,459161764.34
Maharashtra,2018,2,Thane District,1773084,3339349832.41
Maharashtra,2018,2,Bhandara District,142191,155791247.13
Maharashtra,2018,2,Nandurbar District,81758,129892439.54
Maharashtra,2018,2,Chandrapur District,218475,273995050.81
Maharashtra,2018,2,Kolhapur District,459551,602368098.71
Maharashtra,2018,2,Solapur District,657732,1017429009.06
Maharashtra,2018,2,Mumbai District,3277612,6048515205.76
Maharashtra,2018,2,Sindhudurg District,59117,82415986.89
Maharashtra,2018,2,Dhule District,193300,272204202.28
Maharashtra,2018,2,Wardha District,153356,194612545.36
Maharashtra,2018,2,Parbhani District,165911,209686461.82
Maharashtra,2018,2,Mumbai Suburban District,2055232,3877425976.66
Maharashtra,2018,2,Hingoli District,99174,117125956.76
Maharashtra,2018,2,Ratnagiri District,88067,127489340.06
Maharashtra,2018,2,Nanded District,301594,409059135.82
Maharashtra,2018,2,Osmanabad District,180136,259621224.3
Maharashtra,2018,2,Nagpur District,792349,1325086381.04
Maharashtra,2018,2,Buldhana District,289553,423294588.79
Maharashtra,2018,2,Nashik District,956098,1502940957.14
Maharashtra,2018,2,Akola District,150414,180567458.52
Maharashtra,2018,2,Yavatmal District,175489,228933313.45
Maharashtra,2018,2,Aurangabad District,789032,1121247393.17
Maharashtra,2018,2,Amravati District,296011,374738414.35
Maharashtra,2018,2,Washim District,88839,107100711.19
Maharashtra,2018,2,Sangli District,317849,457068758.97
Maharashtra,2018,2,Gadchiroli District,78306,105087908.64
Maharashtra,2018,2,Raigad District,469802,849899520.05
Maharashtra,2018,2,Palghar District,467130,737532817.36
Maharashtra,2018,2,Jalna District,204649,264258550.16
Maharashtra,2018,2,Gondia District,148668,195516935.28
Maharashtra,2018,2,Ahmednagar District,616058,960786263.16
Maharashtra,2018,2,Pune District,5162876,8513428062.93
Maharashtra,2018,2,Beed District,213528,305485923.18
Maharashtra,2018,2,Satara District,357450,487452271.86
Maharashtra,2018,3,Jalgaon District,595180,896878047.39
Maharashtra,2018,3,Latur District,420545,638779718.78
Maharashtra,2018,3,Thane District,2611297,4941785822.79
Maharashtra,2018,3,Bhandara District,175526,215305769.81
Maharashtra,2018,3,Nandurbar District,108557,177379382.02
Maharashtra,2018,3,Chandrapur District,285271,378940738.58
Maharashtra,2018,3,Kolhapur District,639398,874723680.94
Maharashtra,2018,3,Solapur District,957281,1548416428.53
Maharashtra,2018,3,Mumbai District,4090811,7438893352.3
Maharashtra,2018,3,Sindhudurg District,76130,112870065.23
Maharashtra,2018,3,Dhule District,245060,391278436.07
Maharashtra,2018,3,Wardha District,208207,281115528.94
Maharashtra,2018,3,Parbhani District,204284,299298112.83
Maharashtra,2018,3,Mumbai Suburban District,3049903,5567618775.35
Maharashtra,2018,3,Hingoli District,128836,169654673.93
Maharashtra,2018,3,Ratnagiri District,129543,198754527.9
Maharashtra,2018,3,Nanded District,407264,602425178.09
Maharashtra,2018,3,Osmanabad District,240387,395725693.63
Maharashtra,2018,3,Nagpur District,1215989,2003870351.01
Maharashtra,2018,3,Buldhana District,382228,573668889.98
Maharashtra,2018,3,Nashik District,1321016,2243065273.94
Maharashtra,2018,3,Akola District,186781,254195647.96
Maharashtra,2018,3,Yavatmal District,229128,325149291.36
Maharashtra,2018,3,Aurangabad District,1171650,1755607884.69
Maharashtra,2018,3,Amravati District,369988,513806091.55
Maharashtra,2018,3,Washim District,110307,150817671.91
Maharashtra,2018,3,Sangli District,427506,646572362.1
Maharashtra,2018,3,Gadchiroli District,109208,146811496.67
Maharashtra,2018,3,Raigad District,717318,1362324762.61
Maharashtra,2018,3,Palghar District,715144,1175030902.58
Maharashtra,2018,3,Jalna District,279281,404800031.08
Maharashtra,2018,3,Gondia District,188257,254848811.84
Maharashtra,2018,3,Ahmednagar District,842685,1476318516.92
Maharashtra,2018,3,Pune District,7890491,12601613622.47
Maharashtra,2018,3,Beed District,297477,500263881.04
Maharashtra,2018,3,Satara District,510604,742208310.46
Maharashtra,2018,4,Jalgaon District,879950,1387232647.61
Maharashtra,2018,4,Latur District,628803,1044674193.15
Maharashtra,2018,4,Thane District,4198385,7592415202.12
Maharashtra,2018,4,Bhandara District,245846,343102837.91
Maharashtra,2018,4,Nandurbar District,157820,281964593.44
Maharashtra,2018,4,Chandrapur District,382372,578542133.35
Maharashtra,2018,4,Kolhapur District,913594,1357184979.96
Maharashtra,2018,4,Solapur District,1266285,2368140884.73
Maharashtra,2018,4,Mumbai District,6060284,11506143747.45
Maharashtra,2018,4,Sindhudurg District,114717,170841017.21
Maharashtra,2018,4,Dhule District,368312,649397538.86
Maharashtra,2018,4,Wardha District,280783,395087302.24
Maharashtra,2018,4,Parbhani District,308504,500061055.09
Maharashtra,2018,4,Mumbai Suburban District,4635750,8268990734.49
Maharashtra,2018,4,Hingoli District,176257,271534119.93
Maharashtra,2018,4,Ratnagiri District,183226,299659904.07
Maharashtra,2018,4,Nanded District,587651,997762155.75
Maharashtra,2018,4,Osmanabad District,361661,675413933.64
Maharashtra,2018,4,Nagpur District,1884842,3079870457.74
Maharashtra,2018,4,Buldhana District,548395,882485735.81
Maharashtra,2018,4,Nashik District,1881354,3510737505.19
Maharashtra,2018,4,Akola District,291472,438566131.34
Maharashtra,2018,4,Yavatmal District,328480,522099654.29
Maharashtra,2018,4,Aurangabad District,1685901,2758523355.98
Maharashtra,2018,4,Amravati District,546615,835558011.84
Maharashtra,2018,4,Washim District,162834,248532488.31
Maharashtra,2018,4,Sangli District,585846,988564434.29
Maharashtra,2018,4,Gadchiroli District,155411,258205021.09
Maharashtra,2018,4,Raigad District,1080514,2059234953.97
Maharashtra,2018,4,Palghar District,1088141,1842460037.45
Maharashtra,2018,4,Jalna District,389658,644345419.37
Maharashtra,2018,4,Gondia District,254253,379834364.62
Maharashtra,2018,4,Ahmednagar District,1226980,2363347728.37
Maharashtra,2018,4,Pune District,11075153,18048884123.02
Maharashtra,2018,4,Beed District,437218,815542341.04
Maharashtra,2018,4,Satara District,716956,1153996303.11
Maharashtra,2019,1,Jalgaon District,1166142,1704195097.82
Maharashtra,2019,1,Latur District,814951,1277230492.06
Maharashtra,2019,1,Thane District,6590587,10262365751.64
Maharashtra,2019,1,Bhandara District,328528,426999029.55
Maharashtra,2019,1,Nandurbar District,206076,349111023.67
Maharashtra,2019,1,Chandrapur District,509133,720273330.31
Maharashtra,2019,1,Kolhapur District,1373093,1733326289.85
Maharashtra,2019,1,Solapur District,1711532,2915291684.24
Maharashtra,2019,1,Mumbai District,8672352,14116666928.15
Maharashtra,2019,1,Sindhudurg District,159703,216638644.28
Maharashtra,2019,1,Dhule District,481989,778664915.13
Maharashtra,2019,1,Wardha District,406198,519500777.52
Maharashtra,2019,1,Parbhani District,406124,607842380.33
Maharashtra,2019,1,Mumbai Suburban District,6743762,10706972932.4
Maharashtra,2019,1,Hingoli District,223427,321855147.65
Maharashtra,2019,1,Ratnagiri District,258764,398004227.61
Maharashtra,2019,1,Nanded District,817852,1239777865.95
Maharashtra,2019,1,Osmanabad District,465021,808510690.95
Maharashtra,2019,1,Nagpur District,3417783,4445200035.81
Maharashtra,2019,1,Buldhana District,749376,1115611509.31
Maharashtra,2019,1,Nashik District,2967544,4544409151.21
Maharashtra,2019,1,Akola District,401169,573192717.51
Maharashtra,2019,1,Yavatmal District,423865,637806093.77
Maharashtra,2019,1,Aurangabad District,2792378,3834151759.41
Maharashtra,2019,1,Amravati District,891044,1160772454.22
Maharashtra,2019,1,Washim District,223071,316764165.24
Maharashtra,2019,1,Sangli District,817265,1229806747.85
Maharashtra,2019,1,Gadchiroli District,188507,295257579.61
Maharashtra,2019,1,Raigad District,1659791,2711861730.94
Maharashtra,2019,1,Palghar District,1719894,2564696463.01
Maharashtra,2019,1,Jalna District,540378,829777003.23
Maharashtra,2019,1,Gondia District,318147,451807951.97
Maharashtra,2019,1,Ahmednagar District,1729326,2957722310.18
Maharashtra,2019,1,Pune District,23360634,32233517413.83
Maharashtra,2019,1,Beed District,559625,961104354.07
Maharashtra,2019,1,Satara District,984038,1454004270.09
Maharashtra,2019,2,Jalgaon District,1123667,1987153740.41
Maharashtra,2019,2,Latur District,821241,1532318207.01
Maharashtra,2019,2,Thane District,7530876,12313829091.41
Maharashtra,2019,2,Bhandara District,329931,508608915.28
Maharashtra,2019,2,Nandurbar District,204845,406262640.21
Maharashtra,2019,2,Chandrapur District,505590,843953477.66
Maharashtra,2019,2,Kolhapur District,1253641,1952877334.7
Maharashtra,2019,2,Solapur District,1820589,3474067537.18
Maharashtra,2019,2,Mumbai District,9050682,16756255698.41
Maharashtra,2019,2,Sindhudurg District,168005,267975447.91
Maharashtra,2019,2,Dhule District,484195,925482256.66
Maharashtra,2019,2,Wardha District,403626,641914714.78
Maharashtra,2019,2,Parbhani District,410613,732188553.37
Maharashtra,2019,2,Mumbai Suburban District,7064507,11847987142.7
Maharashtra,2019,2,Hingoli District,217343,370793561.14
Maharashtra,2019,2,Ratnagiri District,278354,455259892.76
Maharashtra,2019,2,Nanded District,808316,1504083842.96
Maharashtra,2019,2,Osmanabad District,514655,1079435439.44
Maharashtra,2019,2,Nagpur District,4188658,6025414879.62
Maharashtra,2019,2,Buldhana District,741166,1389178177.2
Maharashtra,2019,2,Nashik District,3923883,5791332953.56
Maharashtra,2019,2,Akola District,400952,683190889.87
Maharashtra,2019,2,Yavatmal District,438803,763726559.94
Maharashtra,2019,2,Aurangabad District,3396197,4796542321.51
Maharashtra,2019,2,Amravati District,1157518,1571775687.36
Maharashtra,2019,2,Washim District,226637,401545837.84
Maharashtra,2019,2,Sangli District,802674,1395547881.06
Maharashtra,2019,2,Gadchiroli District,208387,376010286.68
Maharashtra,2019,2,Raigad District,1818926,3167985278.5
Maharashtra,2019,2,Palghar District,1781149,2904323069.27
Maharashtra,2019,2,Jalna District,531441,959504219.51
Maharashtra,2019,2,Gondia District,302812,516246159.64
Maharashtra,2019,2,Ahmednagar District,1790440,3545962730.75
Maharashtra,2019,2,Pune District,44795652,58398808592.17
Maharashtra,2019,2,Beed District,608584,1267243984.05
Maharashtra,2019,2,Satara District,1045298,1739683085.53
Maharashtra,2019,3,Jalgaon District,1539403,2407096456.0
Maharashtra,2019,3,Latur District,1113069,1822300594.33
Maharashtra,2019,3,Thane District,11231012,16108408586.92
Maharashtra,2019,3,Bhandara District,431793,595245230.28
Maharashtra,2019,3,Nandurbar District,277232,483568002.77
Maharashtra,2019,3,Chandrapur District,687068,988514700.43
Maharashtra,2019,3,Kolhapur District,1767210,2378707449.78
Maharashtra,2019,3,Solapur District,2841225,4598818500.23
Maharashtra,2019,3,Mumbai District,10401047,19947302478.27
Maharashtra,2019,3,Sindhudurg District,211699,286914091.68
Maharashtra,2019,3,Dhule District,653540,1121757551.44
Maharashtra,2019,3,Wardha District,537284,750934405.09
Maharashtra,2019,3,Parbhani District,568673,915373769.81
Maharashtra,2019,3,Mumbai Suburban District,10319061,15257508401.08
Maharashtra,2019,3,Hingoli District,299371,468030814.64
Maharashtra,2019,3,Ratnagiri District,366958,511184959.73
Maharashtra,2019,3,Nanded District,1095647,1849133738.79
Maharashtra,2019,3,Osmanabad District,719297,1287888230.29
Maharashtra,2019,3,Nagpur District,6165553,7727440587.36
Maharashtra,2019,3,Buldhana District,960929,1646026619.6
Maharashtra,2019,3,Nashik District,7028066,8460253081.13
Maharashtra,2019,3,Akola District,545110,804373588.75
Maharashtra,2019,3,Yavatmal District,597079,910273809.87
Maharashtra,2019,3,Aurangabad District,5823390,6977918217.05
Maharashtra,2019,3,Amravati District,1801245,2115345246.23
Maharashtra,2019,3,Washim District,302180,468356873.84
Maharashtra,2019,3,Sangli District,1106146,1679396554.48
Maharashtra,2019,3,Gadchiroli District,278888,454327510.01
Maharashtra,2019,3,Raigad District,2748252,4158566617.38
Maharashtra,2019,3,Palghar District,2699901,3821592289.58
Maharashtra,2019,3,Jalna District,855316,1308056579.48
Maharashtra,2019,3,Gondia District,397041,622169383.2
Maharashtra,2019,3,Ahmednagar District,2826165,4766032718.09
Maharashtra,2019,3,Pune District,67093416,78128868958.4
Maharashtra,2019,3,Beed District,855427,1592813356.42
Maharashtra,2019,3,Satara District,1590888,2197006792.5
Maharashtra,2019,4,Jalgaon District,2235555,3522575733.97
Maharashtra,2019,4,Latur District,1574163,2684939406.64
Maharashtra,2019,4,Thane District,13830713,20280076921.04
Maharashtra,2019,4,Bhandara District,556898,805259870.32
Maharashtra,2019,4,Nandurbar District,384764,683745126.4
Maharashtra,2019,4,Chandrapur District,909203,1375587784.44
Maharashtra,2019,4,Kolhapur District,2441776,3475989478.11
Maharashtra,2019,4,Solapur District,3759589,6462184396.41
Maharashtra,2019,4,Mumbai District,14329105,29174555412.5
Maharashtra,2019,4,Sindhudurg District,254829,370375053.04
Maharashtra,2019,4,Dhule District,960516,1668923516.74
Maharashtra,2019,4,Wardha District,660720,983370585.3
Maharashtra,2019,4,Parbhani District,798141,1325863293.08
Maharashtra,2019,4,Mumbai Suburban District,12837253,20156220719.16
Maharashtra,2019,4,Hingoli District,400633,652664241.19
Maharashtra,2019,4,Ratnagiri District,446975,659536071.53
Maharashtra,2019,4,Nanded District,1570164,2661286483.78
Maharashtra,2019,4,Osmanabad District,1031345,1878342242.42
Maharashtra,2019,4,Nagpur District,8223885,10735621488.95
Maharashtra,2019,4,Buldhana District,1362337,2461875481.28
Maharashtra,2019,4,Nashik District,10054198,12613474576.89
Maharashtra,2019,4,Akola District,790624,1176167689.92
Maharashtra,2019,4,Yavatmal District,814563,1288427242.86
Maharashtra,2019,4,Aurangabad District,8161133,10014948231.04
Maharashtra,2019,4,Amravati District,2436587,3104891522.49
Maharashtra,2019,4,Washim District,485744,824112268.47
