state,year,quarter,district,registered_users,app_opens
Arunachal Pradesh,2023,2,East Kameng District,6885,3189496
Arunachal Pradesh,2023,2,Lohit District,24522,5555603
Arunachal Pradesh,2023,2,Lepa Rada District,5175,2137902
Arunachal Pradesh,2023,2,Lower Dibang Valley District,14441,4403074
Arunachal Pradesh,2023,2,Longding District,7228,6889688
Arunachal Pradesh,2023,2,West Siang District,18396,5435236
Arunachal Pradesh,2023,2,Kamle District,1434,3536761
Arunachal Pradesh,2023,2,Upper Siang District,6473,4405218
Arunachal Pradesh,2023,2,Kurung Kumey District,2177,1008191
Arunachal Pradesh,2023,2,Siang District,4928,2397368
Arunachal Pradesh,2023,2,Kra Daadi District,2152,952771
Arunachal Pradesh,2023,2,Changlang District,34286,13774151
Arunachal Pradesh,2023,2,Pakke Kessang District,1107,1672388
Arunachal Pradesh,2023,2,East Siang District,32826,5234933
Arunachal Pradesh,2023,2,Upper Subansiri District,11120,1284729
Arunachal Pradesh,2023,2,Tawang District,19674,7183940
Arunachal Pradesh,2023,2,Namsai District,17877,3102018
Arunachal Pradesh,2023,3,Lower Subansiri District,14442,4197909
Arunachal Pradesh,2023,3,Tirap District,13297,1968279
Arunachal Pradesh,2023,3,Papum Pare District,147681,9581225
Arunachal Pradesh,2023,3,Anjaw District,4694,4592922
Arunachal Pradesh,2023,3,Lower Siang District,6527,3812115
Arunachal Pradesh,2023,3,Dibang Valley District,863,1097638
Arunachal Pradesh,2023,3,West Kameng District,36577,9824623
Arunachal Pradesh,2023,3,Shi Yomi District,688,1962286
Arunachal Pradesh,2023,3,East Kameng District,7180,2743968
Arunachal Pradesh,2023,3,Lohit District,25647,7051234
Arunachal Pradesh,2023,3,Lepa Rada District,5394,1875705
Arunachal Pradesh,2023,3,Lower Dibang Valley District,15073,5655652
Arunachal Pradesh,2023,3,Longding District,7572,4137235
Arunachal Pradesh,2023,3,West Siang District,19174,2630313
Arunachal Pradesh,2023,3,Kamle District,1488,2646890
Arunachal Pradesh,2023,3,Upper Siang District,6737,7316834
Arunachal Pradesh,2023,3,Kurung Kumey District,2274,2347673
Arunachal Pradesh,2023,3,Siang District,5142,3230543
Arunachal Pradesh,2023,3,Kra Daadi District,2238,735948
Arunachal Pradesh,2023,3,Changlang District,35843,10328531
Arunachal Pradesh,2023,3,Pakke Kessang District,1163,1172497
Arunachal Pradesh,2023,3,East Siang District,34293,5916556
Arunachal Pradesh,2023,3,Upper Subansiri District,11597,1232555
Arunachal Pradesh,2023,3,Tawang District,20501,11922695
Arunachal Pradesh,2023,3,Namsai District,18704,4254854
Arunachal Pradesh,2023,4,Lower Subansiri District,15092,1399977
Arunachal Pradesh,2023,4,Tirap District,13826,991936
Arunachal Pradesh,2023,4,Papum Pare District,153071,10790588
Arunachal Pradesh,2023,4,Anjaw District,4870,417091
Arunachal Pradesh,2023,4,Lower Siang District,6783,1191807
Arunachal Pradesh,2023,4,Dibang Valley District,905,264377
Arunachal Pradesh,2023,4,West Kameng District,37896,2218976
Arunachal Pradesh,2023,4,Shi Yomi District,713,76269
Arunachal Pradesh,2023,4,East Kameng District,7468,809394
Arunachal Pradesh,2023,4,Lohit District,26708,1741201
Arunachal Pradesh,2023,4,Lepa Rada District,5612,538761
Arunachal Pradesh,2023,4,Lower Dibang Valley District,15725,1713791
Arunachal Pradesh,2023,4,Longding District,7907,952682
Arunachal Pradesh,2023,4,West Siang District,19949,2445152
Arunachal Pradesh,2023,4,Kamle District,1569,244098
Arunachal Pradesh,2023,4,Upper Siang District,6986,779908
Arunachal Pradesh,2023,4,Kurung Kumey District,2369,371792
Arunachal Pradesh,2023,4,Siang District,5365,501863
Arunachal Pradesh,2023,4,Kra Daadi District,2335,204963
Arunachal Pradesh,2023,4,Changlang District,37357,2879640
Arunachal Pradesh,2023,4,Pakke Kessang District,1204,205215
Arunachal Pradesh,2023,4,East Siang District,35633,2887745
Arunachal Pradesh,2023,4,Upper Subansiri District,12074,956616
Arunachal Pradesh,2023,4,Tawang District,21219,2401036
Arunachal Pradesh,2023,4,Namsai District,19452,1888668
Arunachal Pradesh,2024,1,Lower Subansiri District,15784,5446638
Arunachal Pradesh,2024,1,Tirap District,14506,2320070
Arunachal Pradesh,2024,1,Papum Pare District,159264,11037149
Arunachal Pradesh,2024,1,Anjaw District,5083,988152
Arunachal Pradesh,2024,1,Lower Siang District,7120,2828933
Arunachal Pradesh,2024,1,Dibang Valley District,950,3376396
Arunachal Pradesh,2024,1,West Kameng District,39484,6992063
Arunachal Pradesh,2024,1,Shi Yomi District,744,1882519
Arunachal Pradesh,2024,1,East Kameng District,7781,1403745
Arunachal Pradesh,2024,1,Lohit District,27954,9141847
Arunachal Pradesh,2024,1,Lepa Rada District,5836,3454920
Arunachal Pradesh,2024,1,Lower Dibang Valley District,16456,8588244
Arunachal Pradesh,2024,1,Longding District,8327,5068675
Arunachal Pradesh,2024,1,West Siang District,20794,2638976
Arunachal Pradesh,2024,1,Kamle District,1657,1457263
Arunachal Pradesh,2024,1,Upper Siang District,7311,24550721
Arunachal Pradesh,2024,1,Kurung Kumey District,2483,1172275
Arunachal Pradesh,2024,1,Siang District,5637,2420301
Arunachal Pradesh,2024,1,Kra Daadi District,2444,1966895
Arunachal Pradesh,2024,1,Changlang District,39144,15663058
Arunachal Pradesh,2024,1,Pakke Kessang District,1267,3211127
Arunachal Pradesh,2024,1,East Siang District,37296,7039779
Arunachal Pradesh,2024,1,Upper Subansiri District,12606,2750502
Arunachal Pradesh,2024,1,Tawang District,22104,11946333
Arunachal Pradesh,2024,1,Namsai District,20361,6250462
Arunachal Pradesh,2024,2,Lower Subansiri District,16421,4850576
Arunachal Pradesh,2024,2,Tirap District,15072,3259063
Arunachal Pradesh,2024,2,Papum Pare District,165311,13595765
Arunachal Pradesh,2024,2,Anjaw District,5267,3458976
Arunachal Pradesh,2024,2,Lower Siang District,7376,4908032
Arunachal Pradesh,2024,2,Dibang Valley District,988,2759193
Arunachal Pradesh,2024,2,West Kameng District,40932,7710316
Arunachal Pradesh,2024,2,Shi Yomi District,773,2183593
Arunachal Pradesh,2024,2,East Kameng District,8032,2435691
Arunachal Pradesh,2024,2,Lohit District,28987,6435955
Arunachal Pradesh,2024,2,Lepa Rada District,6048,2727750
Arunachal Pradesh,2024,2,Lower Dibang Valley District,17096,9571544
Arunachal Pradesh,2024,2,Longding District,8648,4527147
Arunachal Pradesh,2024,2,West Siang District,21620,3812728
Arunachal Pradesh,2024,2,Kamle District,1707,5836270
Arunachal Pradesh,2024,2,Upper Siang District,7590,3944842
Arunachal Pradesh,2024,2,Kurung Kumey District,2564,2978343
Arunachal Pradesh,2024,2,Siang District,5840,2802362
Arunachal Pradesh,2024,2,Kra Daadi District,2543,969378
Arunachal Pradesh,2024,2,Changlang District,40721,12523464
Arunachal Pradesh,2024,2,Pakke Kessang District,1322,1326691
Arunachal Pradesh,2024,2,East Siang District,38672,9340793
Arunachal Pradesh,2024,2,Upper Subansiri District,13054,3439218
Arunachal Pradesh,2024,2,Tawang District,22929,11070588
Arunachal Pradesh,2024,2,Namsai District,21156,5545559
Arunachal Pradesh,2024,3,Lower Subansiri District,25867,6427373
Arunachal Pradesh,2024,3,Tirap District,17950,13250276
Arunachal Pradesh,2024,3,Papum Pare District,53069,5213847
Arunachal Pradesh,2024,3,Anjaw District,7613,6135003
Arunachal Pradesh,2024,3,Lower Siang District,8622,3738680
Arunachal Pradesh,2024,3,Dibang Valley District,4228,4662715
Arunachal Pradesh,2024,3,West Kameng District,52957,17112893
Arunachal Pradesh,2024,3,Shi Yomi District,2847,8163729
Arunachal Pradesh,2024,3,East Kameng District,17032,7409512
Arunachal Pradesh,2024,3,Lohit District,26089,9622134
Arunachal Pradesh,2024,3,Lepa Rada District,8116,3581920
Arunachal Pradesh,2024,3,Lower Dibang Valley District,22192,4751945
Arunachal Pradesh,2024,3,Longding District,11733,3099804
Arunachal Pradesh,2024,3,Itanagar Capital Complex District,176072,4968118
Arunachal Pradesh,2024,3,West Siang District,30153,3493507
Arunachal Pradesh,2024,3,Kamle District,4476,9331714
Arunachal Pradesh,2024,3,Upper Siang District,10730,3890968
Arunachal Pradesh,2024,3,Kurung Kumey District,4673,4818221
Arunachal Pradesh,2024,3,Siang District,7700,3125450
Arunachal Pradesh,2024,3,Kra Daadi District,4948,6357196
Arunachal Pradesh,2024,3,Changlang District,47059,14570759
Arunachal Pradesh,2024,3,Pakke Kessang District,2805,24198006
Arunachal Pradesh,2024,3,East Siang District,50287,13003483
Arunachal Pradesh,2024,3,Upper Subansiri District,22442,2355608
Arunachal Pradesh,2024,3,Tawang District,30404,13752024
Arunachal Pradesh,2024,3,Namsai District,37104,13822081
Arunachal Pradesh,2024,4,Lower Subansiri District,26789,1428761
Arunachal Pradesh,2024,4,Tirap District,18610,1017828
Arunachal Pradesh,2024,4,Papum Pare District,55084,2980000
Arunachal Pradesh,2024,4,Anjaw District,7967,494203
Arunachal Pradesh,2024,4,Lower Siang District,9030,543144
Arunachal Pradesh,2024,4,Dibang Valley District,4395,393639
Arunachal Pradesh,2024,4,West Kameng District,54415,2957299
Arunachal Pradesh,2024,4,Shi Yomi District,2947,2741170
Arunachal Pradesh,2024,4,East Kameng District,17741,1322690
Arunachal Pradesh,2024,4,Lohit District,26973,1258686
Arunachal Pradesh,2024,4,Lepa Rada District,8451,422000
Arunachal Pradesh,2024,4,Lower Dibang Valley District,22964,2979336
Arunachal Pradesh,2024,4,Longding District,12179,1270130
Arunachal Pradesh,2024,4,Itanagar Capital Complex District,181946,7866403
Arunachal Pradesh,2024,4,West Siang District,31241,1374101
Arunachal Pradesh,2024,4,Kamle District,4610,307170
Arunachal Pradesh,2024,4,Upper Siang District,11103,675525
Arunachal Pradesh,2024,4,Kurung Kumey District,4869,294732
Arunachal Pradesh,2024,4,Siang District,8040,605792
Arunachal Pradesh,2024,4,Kra Daadi District,5195,379060
Arunachal Pradesh,2024,4,Changlang District,49057,2728512
Arunachal Pradesh,2024,4,Pakke Kessang District,2937,130410
Arunachal Pradesh,2024,4,East Siang District,52187,3833772
Arunachal Pradesh,2024,4,Upper Subansiri District,23209,4173760
Arunachal Pradesh,2024,4,Tawang District,30390,2029800
Arunachal Pradesh,2024,4,Namsai District,38550,2419659
Assam,2018,1,Tinsukia District,15998,0
Assam,2018,1,Lakhimpur District,8143,0
Assam,2018,1,Kamrup District,15241,0
Assam,2018,1,Kokrajhar District,6566,0
Assam,2018,1,Karbi Anglong District,5694,0
Assam,2018,1,Sivasagar District,8292,0
Assam,2018,1,Dibrugarh District,21182,0
Assam,2018,1,South Salmara Mancachar District,2420,0
Assam,2018,1,Nagaon District,19619,0
Assam,2018,1,Dhubri District,11421,0
Assam,2018,1,Golaghat District,10102,0
Assam,2018,1,Udalguri District,4768,0
Assam,2018,1,Majuli District,1274,0
Assam,2018,1,Sonitpur District,18986,0
Assam,2018,1,Hojai District,7571,0
Assam,2018,1,Marigaon District,7193,0
Assam,2018,1,Chirang District,3487,0
Assam,2018,1,Cachar District,19567,0
Assam,2018,1,Nalbari District,6874,0
Assam,2018,1,West Karbi Anglong District,835,0
Assam,2018,1,Dhemaji District,6623,0
Assam,2018,1,Karimganj District,7367,0
Assam,2018,1,Bongaigaon District,9724,0
Assam,2018,1,Dima Hasao District,2245,0
Assam,2018,1,Baksa District,6082,0
Assam,2018,1,Charaideo District,4366,0
Assam,2018,1,Darrang District,8050,0
Assam,2018,1,Kamrup Metropolitan District,87336,0
Assam,2018,1,Hailakandi District,5700,0
Assam,2018,1,Barpeta District,20485,0
Assam,2018,1,Goalpara District,10420,0
Assam,2018,1,Biswanath District,5164,0
Assam,2018,1,Jorhat District,16442,0
Assam,2018,2,Tinsukia District,23900,0
Assam,2018,2,Lakhimpur District,12719,0
Assam,2018,2,Kamrup District,23595,0
Assam,2018,2,Kokrajhar District,9480,0
Assam,2018,2,Karbi Anglong District,8725,0
Assam,2018,2,Sivasagar District,12596,0
Assam,2018,2,Dibrugarh District,30527,0
Assam,2018,2,South Salmara Mancachar District,3557,0
Assam,2018,2,Nagaon District,29412,0
Assam,2018,2,Dhubri District,16701,0
Assam,2018,2,Golaghat District,15237,0
Assam,2018,2,Udalguri District,7691,0
Assam,2018,2,Majuli District,1927,0
Assam,2018,2,Sonitpur District,28409,0
Assam,2018,2,Hojai District,10903,0
Assam,2018,2,Marigaon District,11217,0
Assam,2018,2,Chirang District,5105,0
Assam,2018,2,Cachar District,29381,0
Assam,2018,2,Nalbari District,10898,0
Assam,2018,2,West Karbi Anglong District,1406,0
Assam,2018,2,Dhemaji District,10157,0
Assam,2018,2,Karimganj District,11732,0
Assam,2018,2,Bongaigaon District,14065,0
Assam,2018,2,Dima Hasao District,3404,0
Assam,2018,2,Baksa District,9739,0
Assam,2018,2,Charaideo District,6693,0
Assam,2018,2,Darrang District,11954,0
Assam,2018,2,Kamrup Metropolitan District,124720,0
Assam,2018,2,Hailakandi District,8687,0
Assam,2018,2,Barpeta District,29882,0
Assam,2018,2,Goalpara District,14974,0
Assam,2018,2,Biswanath District,7970,0
Assam,2018,2,Jorhat District,23683,0
Assam,2018,3,Tinsukia District,32870,0
Assam,2018,3,Lakhimpur District,18337,0
Assam,2018,3,Kamrup District,33197,0
Assam,2018,3,Kokrajhar District,13164,0
Assam,2018,3,Karbi Anglong District,12282,0
Assam,2018,3,Sivasagar District,17447,0
Assam,2018,3,Dibrugarh District,40711,0
Assam,2018,3,South Salmara Mancachar District,4903,0
Assam,2018,3,Nagaon District,40687,0
Assam,2018,3,Dhubri District,22705,0
Assam,2018,3,Golaghat District,21729,0
Assam,2018,3,Udalguri District,11213,0
Assam,2018,3,Majuli District,2739,0
Assam,2018,3,Sonitpur District,38797,0
Assam,2018,3,Hojai District,14769,0
Assam,2018,3,Marigaon District,15934,0
Assam,2018,3,Chirang District,7234,0
Assam,2018,3,Cachar District,40888,0
Assam,2018,3,Nalbari District,15082,0
Assam,2018,3,West Karbi Anglong District,2051,0
Assam,2018,3,Dhemaji District,14771,0
Assam,2018,3,Karimganj District,17088,0
Assam,2018,3,Bongaigaon District,18869,0
Assam,2018,3,Dima Hasao District,4860,0
Assam,2018,3,Baksa District,14459,0
Assam,2018,3,Charaideo District,9516,0
Assam,2018,3,Darrang District,16774,0
Assam,2018,3,Kamrup Metropolitan District,164101,0
Assam,2018,3,Hailakandi District,12471,0
Assam,2018,3,Barpeta District,41158,0
Assam,2018,3,Goalpara District,20290,0
Assam,2018,3,Biswanath District,11572,0
Assam,2018,3,Jorhat District,32134,0
Assam,2018,4,Tinsukia District,42624,0
Assam,2018,4,Lakhimpur District,25253,0
Assam,2018,4,Kamrup District,44868,0
Assam,2018,4,Kokrajhar District,17317,0
Assam,2018,4,Karbi Anglong District,16359,0
Assam,2018,4,Sivasagar District,23195,0
Assam,2018,4,Dibrugarh District,52539,0
Assam,2018,4,South Salmara Mancachar District,6809,0
Assam,2018,4,Nagaon District,54395,0
Assam,2018,4,Dhubri District,30132,0
Assam,2018,4,Golaghat District,28795,0
Assam,2018,4,Udalguri District,15637,0
Assam,2018,4,Majuli District,3882,0
Assam,2018,4,Sonitpur District,51420,0
Assam,2018,4,Hojai District,19400,0
Assam,2018,4,Marigaon District,21518,0
Assam,2018,4,Chirang District,9567,0
Assam,2018,4,Cachar District,53209,0
Assam,2018,4,Nalbari District,20512,0
Assam,2018,4,West Karbi Anglong District,2925,0
Assam,2018,4,Dhemaji District,19530,0
Assam,2018,4,Karimganj District,23348,0
Assam,2018,4,Bongaigaon District,24766,0
Assam,2018,4,Dima Hasao District,6483,0
Assam,2018,4,Baksa District,20047,0
Assam,2018,4,Charaideo District,12563,0
Assam,2018,4,Darrang District,22235,0
Assam,2018,4,Kamrup Metropolitan District,214212,0
Assam,2018,4,Hailakandi District,16753,0
Assam,2018,4,Barpeta District,55068,0
Assam,2018,4,Goalpara District,27280,0
Assam,2018,4,Biswanath District,15480,0
Assam,2018,4,Jorhat District,41100,0
Assam,2019,1,Tinsukia District,51108,0
Assam,2019,1,Lakhimpur District,31154,0
Assam,2019,1,Kamrup District,54910,0
Assam,2019,1,Kokrajhar District,21029,0
Assam,2019,1,Karbi Anglong District,20131,0
Assam,2019,1,Sivasagar District,28059,0
Assam,2019,1,Dibrugarh District,62656,0
Assam,2019,1,South Salmara Mancachar District,8674,0
Assam,2019,1,Nagaon District,66306,0
Assam,2019,1,Dhubri District,36652,0
Assam,2019,1,Golaghat District,34918,0
Assam,2019,1,Udalguri District,19336,0
Assam,2019,1,Majuli District,4861,0
Assam,2019,1,Sonitpur District,62218,0
Assam,2019,1,Hojai District,23708,0
Assam,2019,1,Marigaon District,26319,0
Assam,2019,1,Chirang District,11867,0
Assam,2019,1,Cachar District,64241,0
Assam,2019,1,Nalbari District,24925,0
Assam,2019,1,West Karbi Anglong District,3720,0
Assam,2019,1,Dhemaji District,24052,0
Assam,2019,1,Karimganj District,29208,0
Assam,2019,1,Bongaigaon District,29773,0
Assam,2019,1,Dima Hasao District,7915,0
Assam,2019,1,Baksa District,24926,0
Assam,2019,1,Charaideo District,15161,0
Assam,2019,1,Darrang District,27070,0
Assam,2019,1,Kamrup Metropolitan District,255112,0
Assam,2019,1,Hailakandi District,20697,0
Assam,2019,1,Barpeta District,67729,0
Assam,2019,1,Goalpara District,33006,0
Assam,2019,1,Biswanath District,19050,0
Assam,2019,1,Jorhat District,48594,0
Assam,2019,2,Tinsukia District,60548,283819
Assam,2019,2,Lakhimpur District,38140,171210
Assam,2019,2,Kamrup District,65883,353221
Assam,2019,2,Kokrajhar District,25095,120739
Assam,2019,2,Karbi Anglong District,24186,115110
Assam,2019,2,Sivasagar District,33791,143808
Assam,2019,2,Dibrugarh District,74342,328867
Assam,2019,2,South Salmara Mancachar District,10692,58308
Assam,2019,2,Nagaon District,79322,381734
Assam,2019,2,Dhubri District,43396,201797
Assam,2019,2,Golaghat District,42168,177570
Assam,2019,2,Udalguri District,23656,109522
Assam,2019,2,Majuli District,6014,27261
Assam,2019,2,Sonitpur District,73717,367930
Assam,2019,2,Hojai District,28419,131855
Assam,2019,2,Marigaon District,31422,172117
Assam,2019,2,Chirang District,14323,71919
Assam,2019,2,Cachar District,76533,332069
Assam,2019,2,Nalbari District,30036,136170
Assam,2019,2,West Karbi Anglong District,4626,22384
Assam,2019,2,Dhemaji District,29292,132321
Assam,2019,2,Karimganj District,35478,147310
Assam,2019,2,Bongaigaon District,35569,171730
Assam,2019,2,Dima Hasao District,9658,55650
Assam,2019,2,Baksa District,30435,144736
Assam,2019,2,Charaideo District,18223,83612
Assam,2019,2,Darrang District,32039,141959
Assam,2019,2,Kamrup Metropolitan District,299219,1650827
Assam,2019,2,Hailakandi District,24737,93387
Assam,2019,2,Barpeta District,80544,465607
Assam,2019,2,Goalpara District,38784,195857
Assam,2019,2,Biswanath District,23128,117521
Assam,2019,2,Jorhat District,56713,242399
Assam,2019,3,Tinsukia District,68999,940075
Assam,2019,3,Lakhimpur District,43745,580514
Assam,2019,3,Kamrup District,75174,1202400
Assam,2019,3,Kokrajhar District,28222,410393
Assam,2019,3,Karbi Anglong District,27576,388526
Assam,2019,3,Sivasagar District,38799,495555
Assam,2019,3,Dibrugarh District,84029,1106406
Assam,2019,3,South Salmara Mancachar District,12313,196200
Assam,2019,3,Nagaon District,100993,1357385
Assam,2019,3,Dhubri District,48953,674502
Assam,2019,3,Golaghat District,48408,622326
Assam,2019,3,Udalguri District,27337,380596
Assam,2019,3,Majuli District,6865,92041
Assam,2019,3,Sonitpur District,83930,1274025
Assam,2019,3,Hojai District,32322,442802
Assam,2019,3,Marigaon District,45437,613396
Assam,2019,3,Chirang District,16353,257049
Assam,2019,3,Cachar District,88048,1168889
Assam,2019,3,Nalbari District,34518,464062
Assam,2019,3,West Karbi Anglong District,5535,80298
Assam,2019,3,Dhemaji District,33556,463218
Assam,2019,3,Karimganj District,41329,492814
Assam,2019,3,Bongaigaon District,40554,601208
Assam,2019,3,Dima Hasao District,11373,190991
Assam,2019,3,Baksa District,35085,504197
Assam,2019,3,Charaideo District,20638,284649
Assam,2019,3,Darrang District,36124,498460
Assam,2019,3,Kamrup Metropolitan District,340588,5813918
Assam,2019,3,Hailakandi District,28317,319292
Assam,2019,3,Barpeta District,92001,1577070
Assam,2019,3,Goalpara District,44056,703191
Assam,2019,3,Biswanath District,26488,380892
Assam,2019,3,Jorhat District,63858,816333
Assam,2019,4,Tinsukia District,76944,1015570
Assam,2019,4,Lakhimpur District,49491,616172
Assam,2019,4,Kamrup District,84609,1278995
Assam,2019,4,Kokrajhar District,32148,460273
Assam,2019,4,Karbi Anglong District,31228,424320
Assam,2019,4,Sivasagar District,43561,522021
Assam,2019,4,Dibrugarh District,93614,1152765
Assam,2019,4,South Salmara Mancachar District,14211,222989
Assam,2019,4,Nagaon District,114296,1357393
Assam,2019,4,Dhubri District,54923,713290
Assam,2019,4,Golaghat District,54950,666975
Assam,2019,4,Udalguri District,31160,395736
Assam,2019,4,Majuli District,7711,94343
Assam,2019,4,Sonitpur District,93662,1375822
Assam,2019,4,Hojai District,36550,468480
Assam,2019,4,Marigaon District,51825,607080
Assam,2019,4,Chirang District,18613,269863
Assam,2019,4,Cachar District,98890,1236647
Assam,2019,4,Nalbari District,38957,498791
Assam,2019,4,West Karbi Anglong District,6422,83505
Assam,2019,4,Dhemaji District,38177,500330
Assam,2019,4,Karimganj District,47162,535115
Assam,2019,4,Bongaigaon District,45540,630254
Assam,2019,4,Dima Hasao District,12935,198193
Assam,2019,4,Baksa District,40329,544230
Assam,2019,4,Charaideo District,23256,302692
Assam,2019,4,Darrang District,40457,506992
Assam,2019,4,Kamrup Metropolitan District,373761,5975606
Assam,2019,4,Hailakandi District,32200,336955
Assam,2019,4,Barpeta District,103248,1619152
Assam,2019,4,Goalpara District,49622,744226
Assam,2019,4,Biswanath District,29959,407200
Assam,2019,4,Jorhat District,70809,837474
Assam,2020,1,Tinsukia District,86763,1282869
Assam,2020,1,Lakhimpur District,56008,785121
Assam,2020,1,Kamrup District,95973,1613524
Assam,2020,1,Kokrajhar District,36818,569117
Assam,2020,1,Karbi Anglong District,35507,514264
Assam,2020,1,Sivasagar District,49024,644624
Assam,2020,1,Dibrugarh District,104663,1399074
Assam,2020,1,South Salmara Mancachar District,16486,297348
Assam,2020,1,Nagaon District,129371,1719084
Assam,2020,1,Dhubri District,62477,923560
Assam,2020,1,Golaghat District,62401,835307
Assam,2020,1,Udalguri District,35735,504891
Assam,2020,1,Majuli District,8656,118586
Assam,2020,1,Sonitpur District,105050,1716133
Assam,2020,1,Hojai District,41444,575026
Assam,2020,1,Marigaon District,59197,772607
Assam,2020,1,Chirang District,21489,347015
Assam,2020,1,Cachar District,111470,1644803
Assam,2020,1,Nalbari District,44217,630077
Assam,2020,1,West Karbi Anglong District,7470,109574
Assam,2020,1,Dhemaji District,43124,632345
Assam,2020,1,Karimganj District,54439,737148
Assam,2020,1,Bongaigaon District,51420,810199
Assam,2020,1,Dima Hasao District,14831,249950
Assam,2020,1,Baksa District,46215,701915
Assam,2020,1,Charaideo District,26316,377000
Assam,2020,1,Darrang District,45755,657310
Assam,2020,1,Kamrup Metropolitan District,412013,6969131
Assam,2020,1,Hailakandi District,36398,486497
Assam,2020,1,Barpeta District,116286,2018667
Assam,2020,1,Goalpara District,56285,932263
Assam,2020,1,Biswanath District,33906,505636
Assam,2020,1,Jorhat District,78731,1017227
Assam,2020,2,Tinsukia District,101864,1668470
Assam,2020,2,Lakhimpur District,67007,1141597
Assam,2020,2,Kamrup District,112992,2029206
Assam,2020,2,Kokrajhar District,44618,746407
Assam,2020,2,Karbi Anglong District,42365,704248
Assam,2020,2,Sivasagar District,57871,850780
Assam,2020,2,Dibrugarh District,121028,1736840
Assam,2020,2,South Salmara Mancachar District,20692,445406
Assam,2020,2,Nagaon District,151932,2224207
Assam,2020,2,Dhubri District,76285,1307482
Assam,2020,2,Golaghat District,74590,1168928
Assam,2020,2,Udalguri District,43018,732117
Assam,2020,2,Majuli District,10284,174833
Assam,2020,2,Sonitpur District,121435,2028604
Assam,2020,2,Hojai District,48810,763670
Assam,2020,2,Marigaon District,68225,934292
Assam,2020,2,Chirang District,26719,500443
Assam,2020,2,Cachar District,129067,1825831
Assam,2020,2,Nalbari District,52390,870449
Assam,2020,2,West Karbi Anglong District,9203,172903
Assam,2020,2,Dhemaji District,51815,892291
Assam,2020,2,Karimganj District,65059,976163
Assam,2020,2,Bongaigaon District,60981,1000552
Assam,2020,2,Dima Hasao District,17777,330959
Assam,2020,2,Baksa District,56270,1002538
Assam,2020,2,Charaideo District,31083,496594
Assam,2020,2,Darrang District,54024,882509
Assam,2020,2,Kamrup Metropolitan District,457023,5403172
Assam,2020,2,Hailakandi District,42932,684891
Assam,2020,2,Barpeta District,135525,2542827
Assam,2020,2,Goalpara District,67465,1208665
Assam,2020,2,Biswanath District,39933,684129
Assam,2020,2,Jorhat District,90601,1172921
Assam,2020,3,Tinsukia District,113239,1801945
Assam,2020,3,Lakhimpur District,74990,1122603
Assam,2020,3,Kamrup District,124944,1986835
Assam,2020,3,Kokrajhar District,50223,753891
Assam,2020,3,Karbi Anglong District,48331,769536
Assam,2020,3,Sivasagar District,64581,875260
Assam,2020,3,Dibrugarh District,134339,1916894
Assam,2020,3,South Salmara Mancachar District,23212,392792
Assam,2020,3,Nagaon District,168903,2335984
Assam,2020,3,Dhubri District,84816,1270648
Assam,2020,3,Golaghat District,83572,1156145
Assam,2020,3,Udalguri District,48006,710285
Assam,2020,3,Majuli District,11422,168946
Assam,2020,3,Sonitpur District,134006,2252989
Assam,2020,3,Hojai District,54315,803277
Assam,2020,3,Marigaon District,74680,959669
Assam,2020,3,Chirang District,29963,469388
Assam,2020,3,Cachar District,143851,2043387
Assam,2020,3,Nalbari District,57691,787804
Assam,2020,3,West Karbi Anglong District,10573,174268
Assam,2020,3,Dhemaji District,57998,929304
Assam,2020,3,Karimganj District,73939,1127144
Assam,2020,3,Bongaigaon District,67790,1060449
Assam,2020,3,Dima Hasao District,20222,351724
Assam,2020,3,Baksa District,62833,963277
Assam,2020,3,Charaideo District,34348,517817
Assam,2020,3,Darrang District,59770,881403
Assam,2020,3,Kamrup Metropolitan District,499403,6578104
Assam,2020,3,Hailakandi District,47910,766195
Assam,2020,3,Barpeta District,150166,2675659
Assam,2020,3,Goalpara District,75578,1281064
Assam,2020,3,Biswanath District,44880,748906
Assam,2020,3,Jorhat District,99517,1241686
Assam,2020,4,Tinsukia District,124067,2044463
Assam,2020,4,Lakhimpur District,82304,1208709
Assam,2020,4,Kamrup District,136799,2263290
Assam,2020,4,Kokrajhar District,55442,831589
Assam,2020,4,Karbi Anglong District,53550,865117
Assam,2020,4,Sivasagar District,70764,985812
Assam,2020,4,Dibrugarh District,147001,2185614
Assam,2020,4,South Salmara Mancachar District,25767,461378
Assam,2020,4,Nagaon District,185101,2590478
Assam,2020,4,Dhubri District,93699,1419145
Assam,2020,4,Golaghat District,91426,1283646
Assam,2020,4,Udalguri District,52866,748487
Assam,2020,4,Majuli District,12611,173169
Assam,2020,4,Sonitpur District,146796,2528689
Assam,2020,4,Hojai District,59718,908307
Assam,2020,4,Marigaon District,80980,1049790
Assam,2020,4,Chirang District,32930,498786
Assam,2020,4,Cachar District,158821,2380532
Assam,2020,4,Nalbari District,63327,865519
Assam,2020,4,West Karbi Anglong District,11694,178676
Assam,2020,4,Dhemaji District,63658,988867
Assam,2020,4,Karimganj District,82813,1250498
Assam,2020,4,Bongaigaon District,74693,1260414
Assam,2020,4,Dima Hasao District,22405,399205
Assam,2020,4,Baksa District,69004,1015876
Assam,2020,4,Charaideo District,37521,552515
Assam,2020,4,Darrang District,65570,976895
Assam,2020,4,Kamrup Metropolitan District,546458,9734289
