state,year,quarter,district,registered_users,app_opens
Odisha,2019,1,Nayagarh District,95412,0
Odisha,2019,1,Nabarangpur District,31360,0
Odisha,2019,1,Kendrapara District,128331,0
Odisha,2019,1,Cuttack District,372513,0
Odisha,2019,2,Rayagada District,72305,495755
Odisha,2019,2,Koraput District,81022,495742
Odisha,2019,2,Malkangiri District,22415,118642
Odisha,2019,2,Sambalpur District,135529,883414
Odisha,2019,2,Kalahandi District,101439,594930
Odisha,2019,2,Anugul District,169261,1111495
Odisha,2019,2,Ganjam District,373530,2473198
Odisha,2019,2,Jajapur District,260311,1846911
Odisha,2019,2,Bargarh District,108642,590814
Odisha,2019,2,Dhenkanal District,137527,892725
Odisha,2019,2,Bhadrak District,187084,1241073
Odisha,2019,2,Nuapada District,31028,169508
Odisha,2019,2,Kendujhar District,188657,1240564
Odisha,2019,2,Mayurbhanj District,160372,914245
Odisha,2019,2,Jharsuguda District,96854,666626
Odisha,2019,2,Kandhamal District,37163,224490
Odisha,2019,2,Deogarh District,18095,115108
Odisha,2019,2,Sundargarh District,226776,1387389
Odisha,2019,2,Jagatsinghapur District,153830,978199
Odisha,2019,2,Balangir District,117914,675453
Odisha,2019,2,Baleshwar District,299757,1895403
Odisha,2019,2,Puri District,217206,1311018
Odisha,2019,2,Sonepur District,51948,322469
Odisha,2019,2,Khordha District,826007,7930262
Odisha,2019,2,Boudh District,30269,181501
Odisha,2019,2,Gajapati District,34063,228235
Odisha,2019,2,Nayagarh District,106745,714824
Odisha,2019,2,Nabarangpur District,37091,215008
Odisha,2019,2,Kendrapara District,144710,977239
Odisha,2019,2,Cuttack District,417809,3063305
Odisha,2019,3,Rayagada District,81196,1883106
Odisha,2019,3,Koraput District,90678,1770193
Odisha,2019,3,Malkangiri District,25857,446171
Odisha,2019,3,Sambalpur District,149742,3503548
Odisha,2019,3,Kalahandi District,112424,2118541
Odisha,2019,3,Anugul District,187022,4028738
Odisha,2019,3,Ganjam District,414068,8383336
Odisha,2019,3,Jajapur District,290776,6991225
Odisha,2019,3,Bargarh District,119622,1973668
Odisha,2019,3,Dhenkanal District,150597,3279953
Odisha,2019,3,Bhadrak District,208757,4377167
Odisha,2019,3,Nuapada District,34914,568521
Odisha,2019,3,Kendujhar District,208218,4496490
Odisha,2019,3,Mayurbhanj District,176327,3166440
Odisha,2019,3,Jharsuguda District,106457,2336777
Odisha,2019,3,Kandhamal District,41900,795760
Odisha,2019,3,Deogarh District,19720,385807
Odisha,2019,3,Sundargarh District,253356,5131770
Odisha,2019,3,Jagatsinghapur District,171851,3598002
Odisha,2019,3,Balangir District,130092,2336121
Odisha,2019,3,Baleshwar District,329289,7191498
Odisha,2019,3,Puri District,247141,5911543
Odisha,2019,3,Sonepur District,56059,1076619
Odisha,2019,3,Khordha District,916565,33532118
Odisha,2019,3,Boudh District,33031,649830
Odisha,2019,3,Gajapati District,38597,854904
Odisha,2019,3,Nayagarh District,118109,2576604
Odisha,2019,3,Nabarangpur District,41265,760438
Odisha,2019,3,Kendrapara District,160728,3266982
Odisha,2019,3,Cuttack District,472851,12789586
Odisha,2019,4,Rayagada District,92855,2572175
Odisha,2019,4,Koraput District,102837,2326008
Odisha,2019,4,Malkangiri District,31023,632262
Odisha,2019,4,Sambalpur District,168622,4708646
Odisha,2019,4,Kalahandi District,129224,3046813
Odisha,2019,4,Anugul District,211167,5740433
Odisha,2019,4,Ganjam District,469522,12099189
Odisha,2019,4,Jajapur District,332074,10791411
Odisha,2019,4,Bargarh District,136729,3019216
Odisha,2019,4,Dhenkanal District,170565,5199811
Odisha,2019,4,Bhadrak District,243586,7595626
Odisha,2019,4,Nuapada District,40688,821156
Odisha,2019,4,Kendujhar District,234041,6256026
Odisha,2019,4,Mayurbhanj District,203618,4795515
Odisha,2019,4,Jharsuguda District,117987,3043576
Odisha,2019,4,Kandhamal District,48304,1084664
Odisha,2019,4,Deogarh District,22648,574934
Odisha,2019,4,Sundargarh District,284913,6637700
Odisha,2019,4,Jagatsinghapur District,197964,5466695
Odisha,2019,4,Balangir District,148963,3375561
Odisha,2019,4,Baleshwar District,377976,13408306
Odisha,2019,4,Puri District,285955,8659610
Odisha,2019,4,Sonepur District,62975,1776783
Odisha,2019,4,Khordha District,1014134,44567691
Odisha,2019,4,Boudh District,37879,1013838
Odisha,2019,4,Gajapati District,44569,1166530
Odisha,2019,4,Nayagarh District,135006,4436958
Odisha,2019,4,Nabarangpur District,48075,1054713
Odisha,2019,4,Kendrapara District,186668,5492952
Odisha,2019,4,Cuttack District,534970,18540921
Odisha,2020,1,Rayagada District,103064,3025726
Odisha,2020,1,Koraput District,113919,2622470
Odisha,2020,1,Malkangiri District,36017,810134
Odisha,2020,1,Sambalpur District,183534,4724765
Odisha,2020,1,Kalahandi District,142961,3197740
Odisha,2020,1,Anugul District,228339,5485228
Odisha,2020,1,Ganjam District,512643,12390552
Odisha,2020,1,Jajapur District,359087,9687172
Odisha,2020,1,Bargarh District,150139,2865892
Odisha,2020,1,Dhenkanal District,184164,4758117
Odisha,2020,1,Bhadrak District,265259,6416683
Odisha,2020,1,Nuapada District,46063,928386
Odisha,2020,1,Kendujhar District,253988,6031627
Odisha,2020,1,Mayurbhanj District,223893,4509442
Odisha,2020,1,Jharsuguda District,127804,3176128
Odisha,2020,1,Kandhamal District,53868,1143401
Odisha,2020,1,Deogarh District,25015,588130
Odisha,2020,1,Sundargarh District,313040,7099354
Odisha,2020,1,Jagatsinghapur District,216687,5184722
Odisha,2020,1,Balangir District,164257,3439280
Odisha,2020,1,Baleshwar District,410789,9737201
Odisha,2020,1,Puri District,311477,7876252
Odisha,2020,1,Sonepur District,68480,1509358
Odisha,2020,1,Khordha District,1083466,40264249
Odisha,2020,1,Boudh District,41238,931633
Odisha,2020,1,Gajapati District,49762,1430994
Odisha,2020,1,Nayagarh District,145821,3586937
Odisha,2020,1,Nabarangpur District,54715,1277587
Odisha,2020,1,Kendrapara District,205010,5058749
Odisha,2020,1,Cuttack District,578471,16160713
Odisha,2020,2,Rayagada District,114240,2859051
Odisha,2020,2,Koraput District,126636,2588267
Odisha,2020,2,Malkangiri District,41696,882743
Odisha,2020,2,Sambalpur District,201035,3888601
Odisha,2020,2,Kalahandi District,160811,3389921
Odisha,2020,2,Anugul District,248700,5337471
Odisha,2020,2,Ganjam District,560047,11974700
Odisha,2020,2,Jajapur District,387797,9254465
Odisha,2020,2,Bargarh District,167531,3024771
Odisha,2020,2,Dhenkanal District,200973,4661195
Odisha,2020,2,Bhadrak District,289015,6485760
Odisha,2020,2,Nuapada District,53151,1077096
Odisha,2020,2,Kendujhar District,277734,5986548
Odisha,2020,2,Mayurbhanj District,247446,4440857
Odisha,2020,2,Jharsuguda District,140220,3167223
Odisha,2020,2,Kandhamal District,61330,1296520
Odisha,2020,2,Deogarh District,28252,638794
Odisha,2020,2,Sundargarh District,346937,6566112
Odisha,2020,2,Jagatsinghapur District,236758,5379176
Odisha,2020,2,Balangir District,183430,3519674
Odisha,2020,2,Baleshwar District,445299,8652777
Odisha,2020,2,Puri District,338770,7420337
Odisha,2020,2,Sonepur District,75331,1530473
Odisha,2020,2,Khordha District,1152010,23751632
Odisha,2020,2,Boudh District,45662,940501
Odisha,2020,2,Gajapati District,55642,1371800
Odisha,2020,2,Nayagarh District,157747,3696555
Odisha,2020,2,Nabarangpur District,62742,1303051
Odisha,2020,2,Kendrapara District,226451,5599454
Odisha,2020,2,Cuttack District,624922,13997247
Odisha,2020,3,Rayagada District,126410,3762788
Odisha,2020,3,Koraput District,141282,3437166
Odisha,2020,3,Malkangiri District,47520,1095975
Odisha,2020,3,Sambalpur District,219120,5114268
Odisha,2020,3,Kalahandi District,178315,4193630
Odisha,2020,3,Anugul District,270460,6884775
Odisha,2020,3,Ganjam District,611699,16162114
Odisha,2020,3,Jajapur District,417525,11824235
Odisha,2020,3,Bargarh District,184711,3628788
Odisha,2020,3,Dhenkanal District,218003,5681950
Odisha,2020,3,Bhadrak District,314312,8166867
Odisha,2020,3,Nuapada District,59403,1258669
Odisha,2020,3,Kendujhar District,302384,7716764
Odisha,2020,3,Mayurbhanj District,270844,5578497
Odisha,2020,3,Jharsuguda District,152813,4003243
Odisha,2020,3,Kandhamal District,69124,1578514
Odisha,2020,3,Deogarh District,31745,770291
Odisha,2020,3,Sundargarh District,381666,8667464
Odisha,2020,3,Jagatsinghapur District,257975,6866006
Odisha,2020,3,Balangir District,201628,4376520
Odisha,2020,3,Baleshwar District,481741,11256058
Odisha,2020,3,Puri District,369877,9556331
Odisha,2020,3,Sonepur District,81435,1721885
Odisha,2020,3,Khordha District,1232760,37649694
Odisha,2020,3,Boudh District,49769,1111802
Odisha,2020,3,Gajapati District,62087,1854939
Odisha,2020,3,Nayagarh District,170588,4500388
Odisha,2020,3,Nabarangpur District,70877,1618683
Odisha,2020,3,Kendrapara District,249580,7165704
Odisha,2020,3,Cuttack District,676102,18393658
Odisha,2020,4,Rayagada District,139714,5150470
Odisha,2020,4,Koraput District,157029,4690755
Odisha,2020,4,Malkangiri District,54166,1432194
Odisha,2020,4,Sambalpur District,238826,6917790
Odisha,2020,4,Kalahandi District,196340,5296877
Odisha,2020,4,Anugul District,293242,8883260
Odisha,2020,4,Ganjam District,669973,21285202
Odisha,2020,4,Jajapur District,451339,15145332
Odisha,2020,4,Bargarh District,202272,4624350
Odisha,2020,4,Dhenkanal District,236599,7290490
Odisha,2020,4,Bhadrak District,342034,10037935
Odisha,2020,4,Nuapada District,66020,1553389
Odisha,2020,4,Kendujhar District,328498,10002591
Odisha,2020,4,Mayurbhanj District,295929,7049868
Odisha,2020,4,Jharsuguda District,166109,5191792
Odisha,2020,4,Kandhamal District,77202,2083608
Odisha,2020,4,Deogarh District,34813,953637
Odisha,2020,4,Sundargarh District,418311,11577951
Odisha,2020,4,Jagatsinghapur District,280051,8638789
Odisha,2020,4,Balangir District,221229,5584366
Odisha,2020,4,Baleshwar District,520429,13732431
Odisha,2020,4,Puri District,402457,12511428
Odisha,2020,4,Sonepur District,88176,2109317
Odisha,2020,4,Khordha District,1323794,53302329
Odisha,2020,4,Boudh District,54203,1368082
Odisha,2020,4,Gajapati District,69150,2495923
Odisha,2020,4,Nayagarh District,184916,5735089
Odisha,2020,4,Nabarangpur District,79855,2148731
Odisha,2020,4,Kendrapara District,273289,8654637
Odisha,2020,4,Cuttack District,732786,24636680
Odisha,2021,1,Rayagada District,150744,5877848
Odisha,2021,1,Koraput District,169607,5295303
Odisha,2021,1,Malkangiri District,59019,1655456
Odisha,2021,1,Sambalpur District,256784,8185242
Odisha,2021,1,Kalahandi District,211780,6105047
Odisha,2021,1,Anugul District,315065,9789441
Odisha,2021,1,Ganjam District,721311,22659997
Odisha,2021,1,Jajapur District,484003,16338718
Odisha,2021,1,Bargarh District,217540,5256946
Odisha,2021,1,Dhenkanal District,253469,8034030
Odisha,2021,1,Bhadrak District,366825,10503983
Odisha,2021,1,Nuapada District,71558,1824578
Odisha,2021,1,Kendujhar District,352967,10953093
Odisha,2021,1,Mayurbhanj District,318465,7758426
Odisha,2021,1,Jharsuguda District,178481,5914718
Odisha,2021,1,Kandhamal District,83432,2180242
Odisha,2021,1,Deogarh District,37397,1031539
Odisha,2021,1,Sundargarh District,450776,12987159
Odisha,2021,1,Jagatsinghapur District,300122,9094056
Odisha,2021,1,Balangir District,238380,6473331
Odisha,2021,1,Baleshwar District,557273,14507340
Odisha,2021,1,Puri District,431553,13992697
Odisha,2021,1,Sonepur District,94551,2395249
Odisha,2021,1,Khordha District,1415897,63590946
Odisha,2021,1,Boudh District,58177,1553860
Odisha,2021,1,Gajapati District,74629,2771507
Odisha,2021,1,Nayagarh District,198238,5903431
Odisha,2021,1,Nabarangpur District,86833,2514529
Odisha,2021,1,Kendrapara District,293287,8928474
Odisha,2021,1,Cuttack District,784846,27238288
Odisha,2021,2,Rayagada District,161874,11968717
Odisha,2021,2,Koraput District,182181,12614422
Odisha,2021,2,Malkangiri District,63880,5010275
Odisha,2021,2,Sambalpur District,275001,11542753
Odisha,2021,2,Kalahandi District,227704,12075656
Odisha,2021,2,Anugul District,338114,13461863
Odisha,2021,2,Ganjam District,772409,27608178
Odisha,2021,2,Jajapur District,518570,15539082
Odisha,2021,2,Bargarh District,233243,9225430
Odisha,2021,2,Dhenkanal District,271626,11854300
Odisha,2021,2,Bhadrak District,392928,10893119
Odisha,2021,2,Nuapada District,77158,4903840
Odisha,2021,2,Kendujhar District,379263,19018016
Odisha,2021,2,Mayurbhanj District,342898,14693303
Odisha,2021,2,Jharsuguda District,191043,6410583
Odisha,2021,2,Kandhamal District,89548,5961388
Odisha,2021,2,Deogarh District,40332,3282902
Odisha,2021,2,Sundargarh District,482937,18200575
Odisha,2021,2,Jagatsinghapur District,321155,8665991
Odisha,2021,2,Balangir District,256186,12318530
Odisha,2021,2,Baleshwar District,596366,14433914
Odisha,2021,2,Puri District,462146,13385190
Odisha,2021,2,Sonepur District,101584,4584965
Odisha,2021,2,Khordha District,1511068,41038670
Odisha,2021,2,Boudh District,62600,3741556
Odisha,2021,2,Gajapati District,80263,6162465
Odisha,2021,2,Nayagarh District,212420,8448067
Odisha,2021,2,Nabarangpur District,93780,7567759
Odisha,2021,2,Kendrapara District,313828,9803145
Odisha,2021,2,Cuttack District,838924,23161840
Odisha,2021,3,Rayagada District,174728,16760831
Odisha,2021,3,Koraput District,196851,19367873
Odisha,2021,3,Malkangiri District,69669,7180765
Odisha,2021,3,Sambalpur District,296251,15869804
Odisha,2021,3,Kalahandi District,246601,17464237
Odisha,2021,3,Anugul District,364818,17878073
Odisha,2021,3,Ganjam District,831869,33950452
Odisha,2021,3,Jajapur District,558822,19161874
Odisha,2021,3,Bargarh District,252144,13182847
Odisha,2021,3,Dhenkanal District,292800,15108969
Odisha,2021,3,Bhadrak District,423068,13467683
Odisha,2021,3,Nuapada District,83716,7525872
Odisha,2021,3,Kendujhar District,410049,25107639
Odisha,2021,3,Mayurbhanj District,371425,20700116
Odisha,2021,3,Jharsuguda District,205663,8885748
Odisha,2021,3,Kandhamal District,96862,9090971
Odisha,2021,3,Deogarh District,43737,4653968
Odisha,2021,3,Sundargarh District,520155,25326483
Odisha,2021,3,Jagatsinghapur District,345234,10720210
Odisha,2021,3,Balangir District,277146,17707579
Odisha,2021,3,Baleshwar District,641826,18593887
Odisha,2021,3,Puri District,497069,17210743
Odisha,2021,3,Sonepur District,109924,6096184
Odisha,2021,3,Khordha District,1618171,54826366
Odisha,2021,3,Boudh District,67782,5211233
Odisha,2021,3,Gajapati District,86765,8993662
Odisha,2021,3,Nayagarh District,228677,10186197
Odisha,2021,3,Nabarangpur District,102244,11629745
Odisha,2021,3,Kendrapara District,337718,11487316
Odisha,2021,3,Cuttack District,900706,29532377
Odisha,2021,4,Rayagada District,187562,11692290
Odisha,2021,4,Koraput District,211160,12137241
Odisha,2021,4,Malkangiri District,75114,3760894
Odisha,2021,4,Sambalpur District,317259,15914880
Odisha,2021,4,Kalahandi District,264773,12924135
Odisha,2021,4,Anugul District,390981,17480548
Odisha,2021,4,Ganjam District,889686,43221176
Odisha,2021,4,Jajapur District,598043,31222102
Odisha,2021,4,Bargarh District,270113,11531339
Odisha,2021,4,Dhenkanal District,313502,14877091
Odisha,2021,4,Bhadrak District,452384,20733469
Odisha,2021,4,Nuapada District,90146,4390762
Odisha,2021,4,Kendujhar District,440078,21635153
Odisha,2021,4,Mayurbhanj District,399076,15901243
Odisha,2021,4,Jharsuguda District,220010,11963212
Odisha,2021,4,Kandhamal District,103926,4452108
Odisha,2021,4,Deogarh District,47096,1991762
Odisha,2021,4,Sundargarh District,556973,25758922
Odisha,2021,4,Jagatsinghapur District,368959,17301864
Odisha,2021,4,Balangir District,297438,13714912
Odisha,2021,4,Baleshwar District,685881,28631052
Odisha,2021,4,Puri District,531127,26165403
Odisha,2021,4,Sonepur District,117909,4637687
Odisha,2021,4,Khordha District,1725313,103883281
Odisha,2021,4,Boudh District,72717,2992225
Odisha,2021,4,Gajapati District,93201,5454899
Odisha,2021,4,Nayagarh District,244622,10314176
Odisha,2021,4,Nabarangpur District,110406,6115274
Odisha,2021,4,Kendrapara District,361439,17130729
Odisha,2021,4,Cuttack District,962341,49421617
Odisha,2022,1,Rayagada District,199745,27904765
Odisha,2022,1,Koraput District,224651,39781670
Odisha,2022,1,Malkangiri District,80251,18234967
Odisha,2022,1,Sambalpur District,337359,22839033
Odisha,2022,1,Kalahandi District,282939,30504810
Odisha,2022,1,Anugul District,416483,17717957
Odisha,2022,1,Ganjam District,946066,35224808
Odisha,2022,1,Jajapur District,636291,13870670
Odisha,2022,1,Bargarh District,288188,21570405
Odisha,2022,1,Dhenkanal District,334288,18904610
Odisha,2022,1,Bhadrak District,481063,11229503
Odisha,2022,1,Nuapada District,96377,14268956
Odisha,2022,1,Kendujhar District,469295,38823385
Odisha,2022,1,Mayurbhanj District,426398,37004061
Odisha,2022,1,Jharsuguda District,234082,10212241
Odisha,2022,1,Kandhamal District,110888,16470623
Odisha,2022,1,Deogarh District,50320,8099241
Odisha,2022,1,Sundargarh District,592346,40157197
Odisha,2022,1,Jagatsinghapur District,392154,6174742
Odisha,2022,1,Balangir District,317138,28639512
Odisha,2022,1,Baleshwar District,728990,15519468
Odisha,2022,1,Puri District,564442,14364283
Odisha,2022,1,Sonepur District,125997,10956996
Odisha,2022,1,Khordha District,1827307,23177026
Odisha,2022,1,Boudh District,77892,8481506
Odisha,2022,1,Gajapati District,99565,16191101
Odisha,2022,1,Nayagarh District,260324,11960161
Odisha,2022,1,Nabarangpur District,117939,27644841
Odisha,2022,1,Kendrapara District,384475,10109615
Odisha,2022,1,Cuttack District,1021526,17817312
Odisha,2022,2,Rayagada District,211140,31430424
Odisha,2022,2,Koraput District,237081,47274564
Odisha,2022,2,Malkangiri District,84884,19891279
Odisha,2022,2,Sambalpur District,356271,25229949
Odisha,2022,2,Kalahandi District,299472,32115481
Odisha,2022,2,Anugul District,440242,19193666
Odisha,2022,2,Ganjam District,999398,39525025
Odisha,2022,2,Jajapur District,672209,14113435
Odisha,2022,2,Bargarh District,304554,23608819
Odisha,2022,2,Dhenkanal District,353317,22673681
Odisha,2022,2,Bhadrak District,507695,11401607
Odisha,2022,2,Nuapada District,101852,15706025
Odisha,2022,2,Kendujhar District,496154,42781421
Odisha,2022,2,Mayurbhanj District,451049,41951412
Odisha,2022,2,Jharsuguda District,247348,10509895
Odisha,2022,2,Kandhamal District,117216,18747026
Odisha,2022,2,Deogarh District,53242,9142000
Odisha,2022,2,Sundargarh District,625606,44748581
Odisha,2022,2,Jagatsinghapur District,414004,6001985
Odisha,2022,2,Balangir District,335510,30546407
Odisha,2022,2,Baleshwar District,769737,16393327
Odisha,2022,2,Puri District,595694,13831227
Odisha,2022,2,Sonepur District,133295,10960661
Odisha,2022,2,Khordha District,1924289,22124501
Odisha,2022,2,Boudh District,82326,9202348
Odisha,2022,2,Gajapati District,105268,18586944
Odisha,2022,2,Nayagarh District,274898,13931319
Odisha,2022,2,Nabarangpur District,124828,31033185
Odisha,2022,2,Kendrapara District,406125,10419790
Odisha,2022,2,Cuttack District,1077286,17235109
Odisha,2022,3,Rayagada District,222586,33945163
Odisha,2022,3,Koraput District,249470,53647667
Odisha,2022,3,Malkangiri District,89362,23837496
Odisha,2022,3,Sambalpur District,375127,27943716
Odisha,2022,3,Kalahandi District,315775,40099719
Odisha,2022,3,Anugul District,464296,19729655
Odisha,2022,3,Ganjam District,1054407,38860922
Odisha,2022,3,Jajapur District,709685,13224455
Odisha,2022,3,Bargarh District,320560,27614270
Odisha,2022,3,Dhenkanal District,372560,23712251
Odisha,2022,3,Bhadrak District,535581,9788610
Odisha,2022,3,Nuapada District,107220,19020938
Odisha,2022,3,Kendujhar District,523219,43193575
Odisha,2022,3,Mayurbhanj District,475312,45099249
Odisha,2022,3,Jharsuguda District,260834,11635221
Odisha,2022,3,Kandhamal District,123544,20408655
Odisha,2022,3,Deogarh District,55962,8639893
Odisha,2022,3,Sundargarh District,658859,49671724
Odisha,2022,3,Jagatsinghapur District,436498,5968654
Odisha,2022,3,Balangir District,353484,39157906
Odisha,2022,3,Baleshwar District,812109,15492753
Odisha,2022,3,Puri District,627710,12891436
Odisha,2022,3,Sonepur District,140448,12360126
Odisha,2022,3,Khordha District,2025108,20626170
Odisha,2022,3,Boudh District,86776,11356098
Odisha,2022,3,Gajapati District,111136,18699712
Odisha,2022,3,Nayagarh District,290094,14922946
Odisha,2022,3,Nabarangpur District,131269,36138099
Odisha,2022,3,Kendrapara District,428410,10854747
Odisha,2022,3,Cuttack District,1135881,16934098
Odisha,2022,4,Rayagada District,233250,14316175
Odisha,2022,4,Koraput District,260639,16992431
Odisha,2022,4,Malkangiri District,93093,6342406
Odisha,2022,4,Sambalpur District,392612,21257755
Odisha,2022,4,Kalahandi District,330196,18366255
Odisha,2022,4,Anugul District,486514,22286387
Odisha,2022,4,Ganjam District,1105095,51733365
Odisha,2022,4,Jajapur District,743948,41705177
Odisha,2022,4,Bargarh District,334060,16393602
Odisha,2022,4,Dhenkanal District,389751,18946953
Odisha,2022,4,Bhadrak District,560896,26309764
Odisha,2022,4,Nuapada District,111771,6654100
Odisha,2022,4,Kendujhar District,547019,28270009
Odisha,2022,4,Mayurbhanj District,495920,22223760
Odisha,2022,4,Jharsuguda District,273411,15959473
Odisha,2022,4,Kandhamal District,129217,5092507
Odisha,2022,4,Deogarh District,58213,2499036
Odisha,2022,4,Sundargarh District,689753,36013906
Odisha,2022,4,Jagatsinghapur District,457355,21518826
Odisha,2022,4,Balangir District,369088,18504795
Odisha,2022,4,Baleshwar District,850800,38032263
Odisha,2022,4,Puri District,657668,32735944
Odisha,2022,4,Sonepur District,146518,6082316
Odisha,2022,4,Khordha District,2124474,121676587
Odisha,2022,4,Boudh District,90477,3930821
Odisha,2022,4,Gajapati District,116235,6529748
Odisha,2022,4,Nayagarh District,303718,12978384
Odisha,2022,4,Nabarangpur District,136384,9757473
Odisha,2022,4,Kendrapara District,448239,22329029
Odisha,2022,4,Cuttack District,1190925,60660007
Odisha,2023,1,Rayagada District,244361,41877308
Odisha,2023,1,Koraput District,272545,76368959
Odisha,2023,1,Malkangiri District,97476,33570173
Odisha,2023,1,Sambalpur District,410880,34949887
Odisha,2023,1,Kalahandi District,346059,52355760
Odisha,2023,1,Anugul District,509422,26034792
Odisha,2023,1,Ganjam District,1156695,48949213
Odisha,2023,1,Jajapur District,779435,14136512
Odisha,2023,1,Bargarh District,349731,32727699
Odisha,2023,1,Dhenkanal District,408554,32611252
Odisha,2023,1,Bhadrak District,587089,10221519
Odisha,2023,1,Nuapada District,116868,27717325
Odisha,2023,1,Kendujhar District,573097,56965598
Odisha,2023,1,Mayurbhanj District,519691,62295715
Odisha,2023,1,Jharsuguda District,286528,14203446
Odisha,2023,1,Kandhamal District,135276,26810679
Odisha,2023,1,Deogarh District,60935,13180411
Odisha,2023,1,Sundargarh District,721849,65121077
Odisha,2023,1,Jagatsinghapur District,478526,7618009
Odisha,2023,1,Balangir District,386539,45307557
Odisha,2023,1,Baleshwar District,890218,17216027
Odisha,2023,1,Puri District,687988,16373208
Odisha,2023,1,Sonepur District,153663,17078413
Odisha,2023,1,Khordha District,2220922,21174048
Odisha,2023,1,Boudh District,94733,14508664
Odisha,2023,1,Gajapati District,121770,25202832
Odisha,2023,1,Nayagarh District,317861,14302029
Odisha,2023,1,Nabarangpur District,142795,54308662
Odisha,2023,1,Kendrapara District,469483,10361321
Odisha,2023,1,Cuttack District,1246094,15939538
Odisha,2023,2,Rayagada District,255351,45924966
Odisha,2023,2,Koraput District,284656,79604370
Odisha,2023,2,Malkangiri District,102207,34648451
Odisha,2023,2,Sambalpur District,428364,28891094
Odisha,2023,2,Kalahandi District,362348,53565366
Odisha,2023,2,Anugul District,531744,28623488
Odisha,2023,2,Ganjam District,1206180,50277700
Odisha,2023,2,Jajapur District,812448,16119391
Odisha,2023,2,Bargarh District,365839,30351267
Odisha,2023,2,Dhenkanal District,426807,34708000
Odisha,2023,2,Bhadrak District,612055,10411492
Odisha,2023,2,Nuapada District,122535,25734882
Odisha,2023,2,Kendujhar District,598879,50839178
Odisha,2023,2,Mayurbhanj District,544278,60545972
Odisha,2023,2,Jharsuguda District,298784,13488327
Odisha,2023,2,Kandhamal District,141530,27111324
Odisha,2023,2,Deogarh District,63936,12027190
Odisha,2023,2,Sundargarh District,752827,63031631
Odisha,2023,2,Jagatsinghapur District,498811,8373184
Odisha,2023,2,Balangir District,404297,47903145
Odisha,2023,2,Baleshwar District,928537,16606784
Odisha,2023,2,Puri District,716985,15127178
Odisha,2023,2,Sonepur District,160775,14353933
Odisha,2023,2,Khordha District,2305026,17260945
Odisha,2023,2,Boudh District,99233,17947634
Odisha,2023,2,Gajapati District,127250,24501529
Odisha,2023,2,Nayagarh District,331761,14169514
Odisha,2023,2,Nabarangpur District,149899,49295614
Odisha,2023,2,Kendrapara District,489599,11413659
Odisha,2023,2,Cuttack District,1297120,15592723
Odisha,2023,3,Rayagada District,266420,53618607
Odisha,2023,3,Koraput District,296920,90358852
Odisha,2023,3,Malkangiri District,106928,38184730
Odisha,2023,3,Sambalpur District,446108,29609358
Odisha,2023,3,Kalahandi District,378083,66392328
Odisha,2023,3,Anugul District,554273,27502722
Odisha,2023,3,Ganjam District,1256950,42958203
Odisha,2023,3,Jajapur District,845882,13530785
Odisha,2023,3,Bargarh District,381349,31726477
Odisha,2023,3,Dhenkanal District,444835,24902851
Odisha,2023,3,Bhadrak District,637667,9140582
Odisha,2023,3,Nuapada District,128118,25641846
Odisha,2023,3,Kendujhar District,624670,55330402
Odisha,2023,3,Mayurbhanj District,568108,69695447
Odisha,2023,3,Jharsuguda District,311323,15964323
Odisha,2023,3,Kandhamal District,147796,46295194
Odisha,2023,3,Deogarh District,66771,14158506
Odisha,2023,3,Sundargarh District,783750,75926768
Odisha,2023,3,Jagatsinghapur District,519617,5392680
Odisha,2023,3,Balangir District,421788,65574122
Odisha,2023,3,Baleshwar District,967259,12842467
Odisha,2023,3,Puri District,746565,11675120
Odisha,2023,3,Sonepur District,167785,15023017
Odisha,2023,3,Khordha District,2395932,19631346
Odisha,2023,3,Boudh District,103662,16833234
Odisha,2023,3,Gajapati District,132903,26306500
Odisha,2023,3,Nayagarh District,345910,18566125
Odisha,2023,3,Nabarangpur District,156943,58455767
Odisha,2023,3,Kendrapara District,510157,4874109
Odisha,2023,3,Cuttack District,1349987,16117583
Odisha,2023,4,Rayagada District,277066,16305717
Odisha,2023,4,Koraput District,308178,21019500
Odisha,2023,4,Malkangiri District,111210,9208546
Odisha,2023,4,Sambalpur District,462817,19912519
Odisha,2023,4,Kalahandi District,393258,23331126
Odisha,2023,4,Anugul District,575864,19390073
Odisha,2023,4,Ganjam District,1305472,44747753
Odisha,2023,4,Jajapur District,878546,28192396
Odisha,2023,4,Bargarh District,396730,21000983
Odisha,2023,4,Dhenkanal District,462840,18672301
Odisha,2023,4,Bhadrak District,662206,23322298
Odisha,2023,4,Nuapada District,133129,9960257
Odisha,2023,4,Kendujhar District,649376,31443794
Odisha,2023,4,Mayurbhanj District,591163,30472034
Odisha,2023,4,Jharsuguda District,323114,16967650
Odisha,2023,4,Kandhamal District,153515,8497034
Odisha,2023,4,Deogarh District,69566,3821378
Odisha,2023,4,Sundargarh District,813266,38796685
Odisha,2023,4,Jagatsinghapur District,539925,16306956
Odisha,2023,4,Balangir District,438473,24715286
Odisha,2023,4,Baleshwar District,1004861,37096927
Odisha,2023,4,Puri District,775121,26920209
Odisha,2023,4,Sonepur District,174735,6423241
Odisha,2023,4,Khordha District,2480213,93695172
Odisha,2023,4,Boudh District,107895,4877679
Odisha,2023,4,Gajapati District,138201,6258770
